% @article{Kampichler00:jrnl,
% author = {Kampichler, C. and D\v{z}eroski,S. and Wieland, R.{
% title = {Application of machine learning techniques to the analysis of soil ecological data bases: relationships between habitat features and Collembolan community characteristics},
% journal = {Soil Biology and Biochemistry},
% volume = {32},
% number = {2},
% pages = {197 - 209},
% year = {2000},
% issn = {0038-0717},
% doi = {DOI: 10.1016/S0038-0717(99)00147-9},
%}


@relation collembolaV2

@attribute x numeric
@attribute y numeric
@attribute Pcalextract numeric
@attribute Kcalextract numeric
@attribute Corg numeric
@attribute density numeric
@attribute Gefuegeform1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegeform2 {2,3,4}
@attribute Gefuegegross1 {kru,koh,sub,pol,ein,pla}
@attribute Gefuegegross2 {1,2,3,4}
@attribute beimengungen {0,1,2,3}
@attribute earthwormtubes {0,1}
@attribute PS2 numeric
@attribute PS2dot8 numeric
@attribute PS4 numeric
@attribute PS6dot3 numeric
@attribute PS12dot5 numeric
@attribute PS20 numeric
@attribute PS28 numeric
@attribute PS40 numeric
@attribute PS50 numeric
@attribute PS63 numeric
@attribute PS100 numeric
@attribute PS200 numeric
@attribute PS630 numeric
@attribute logMedPS numeric
@attribute Skel6dot3 numeric
@attribute Skel20 numeric
@attribute Skel63 numeric
@attribute nutzbFeldkap numeric
@attribute soiltype {B,D,K,L,Y,G,DB,BS,SD,BAG,SB,SK,GA,GB,AB,BA}
@attribute elevation numeric
@attribute slope numeric
@attribute angle numeric
@attribute fieldtype {Acker,Wiese,Weide,Hopfen}
@attribute basalMR numeric
@attribute SIR numeric
@attribute pH numeric
@attribute soilmoisture numeric
@attribute PercC numeric
@attribute PercN numeric
@attribute kraeuter numeric
@attribute leguminosen numeric
@attribute suessgraeser numeric
@attribute deckung numeric
@attribute deckungWildkraut numeric
@attribute hoeheWildkraut numeric
@attribute class_spec numeric
@attribute class_ind numeric
@attribute class_fols numeric

@data
310,180,0.291,0.052,21.172,1.441,kru,?,sub,1,0,0,0.191,0.208,0.235,0.283,0.381,0.457,0.509,0.561,0.591,0.618,0.7,0.827,0.967,1.447,0.039,0.07,0.07,188.836,B,466.52,13.73,270,Weide,2.89,40.2,5.3,33.72,3,0.289,?,?,?,?,0,0,5,31,5
310,190,0.05,0.052,24.4,1.226,pol,3,?,?,0,0,0.24,0.257,0.284,0.334,0.435,0.507,0.552,0.597,0.622,0.646,0.734,0.857,0.984,1.301,0.009,0.018,0.018,179.43,B,463.74,18.78,270,Weide,2.86,40.09,5,40.6,2.21,0.217,?,?,?,?,0,0,8,88,16
310,200,0.066,0.1,30.462,1.122,pol,3,?,?,0,0,0.136,0.148,0.167,0.204,0.287,0.355,0.4,0.443,0.466,0.487,0.542,0.719,0.981,2,0.007,0.008,0.008,183.801,B,459.99,24.24,292.5,Weide,4.28,56.91,5.29,23.21,3.21,0.311,?,?,?,?,0,0,4,169,0
310,210,0.639,0.21,28,1.54,pla,4,pol,?,0,0,0.13,0.148,0.174,0.22,0.301,0.356,0.391,0.428,0.45,0.471,0.536,0.67,0.954,2,0.055,0.095,0.095,165.363,B,453.96,9.25,67.5,Wiese,3.45,32.84,4.83,28.21,2.21,0.214,?,?,?,50,0,0,4,40,16
310,220,0.274,0.052,38.8,1.405,pol,3,?,?,1,0,0.271,0.291,0.318,0.365,0.445,0.501,0.538,0.579,0.604,0.629,0.739,0.89,0.983,1.301,0.009,0.012,0.012,135.988,D,452.58,23.45,270,Weide,?,?,?,?,?,?,?,?,?,?,0,0,7,28,6
310,70,0.191,0.057,18,1.429,kru,?,?,?,0,0,0.239,0.269,0.313,0.389,0.52,0.603,0.655,0.709,0.74,0.766,0.828,0.9,0.989,1.097,0.007,0.01,0.01,136.225,BA,461.6,4.63,292.5,Acker,4.12,59.78,5.5,43.02,4.01,0.399,?,?,?,?,1,3,4,99,16
310,80,0.208,0.092,12.7,1.637,kru,?,?,?,0,0,0.21,0.241,0.285,0.357,0.48,0.567,0.63,0.699,0.738,0.772,0.845,0.905,0.984,1.301,0.014,0.015,0.015,169.564,B,463.39,5.27,90,Acker,2.6,20.2,6,21.25,1.22,0.128,?,?,?,?,1,1,1,10,0
310,90,0.141,0.092,12,1.377,kru,?,?,?,0,0,0.191,0.214,0.246,0.301,0.394,0.458,0.503,0.551,0.579,0.603,0.659,0.845,0.972,1.447,0.022,0.03,0.03,196.601,B,462.18,5.97,45,Acker,1.65,14.4,6.3,18.93,1.09,0.11,?,?,?,?,1,2,1,2,0
320,130,0.083,0.009,38.7,?,kru,?,pol,3,0,0,0.229,0.252,0.284,0.341,0.45,0.53,0.584,0.638,0.667,0.692,0.754,0.805,0.944,1.301,0.107,0.148,0.152,?,B,479.21,16.06,315,Wiese,3.6,19.66,5.08,13.62,2.35,0.239,?,?,?,?,0,0,3,67,16
320,150,?,?,?,?,kru,?,ein,?,0,0,0.064,0.07,0.08,0.098,0.144,0.187,0.22,0.254,0.273,0.288,0.325,0.415,0.901,?,0.122,0.356,0.356,89.301,B,472.03,5.36,315,Weide,2.96,29.11,5.1,28.02,2.55,0.252,?,?,?,?,0,0,3,18,0
320,160,0.058,0.114,31.3,1.145,kru,?,?,?,0,0,0.213,0.233,0.263,0.318,0.437,0.533,0.6,0.667,0.704,0.734,0.8,0.862,0.967,1.301,0.02,0.041,0.041,173.079,SB,467.67,7.14,270,Weide,?,?,5.26,38.46,3.19,0.328,?,?,?,?,0,0,6,24,15
320,170,0.042,0.052,23.3,1.527,pol,2,?,?,0,0,0.182,0.205,0.24,0.302,0.422,0.504,0.556,0.606,0.634,0.659,0.729,0.869,0.985,1.301,0.005,0.017,0.017,159.052,B,469.99,14.05,225,Weide,3.73,42.84,5.03,27.46,3.13,0.313,?,?,?,?,0,0,6,111,16
320,180,0.066,0.048,22.3,1.398,kru,?,?,?,0,0,0.23,0.248,0.274,0.322,0.418,0.49,0.539,0.589,0.619,0.649,0.767,0.952,0.995,1.447,0.003,0.009,0.009,154.609,SB,474.31,17.12,247.5,Weide,2.76,37.02,5.4,29.85,2.46,0.193,?,?,?,?,0,0,3,7,1
320,190,0.058,0.026,?,1.275,pol,3,?,?,0,0,0.24,0.258,0.286,0.335,0.432,0.505,0.555,0.606,0.636,0.666,0.778,0.904,0.989,1.301,0.001,0.004,0.004,123.336,D,474.42,21.89,247.5,Weide,2.82,32.76,5.3,33.81,2.92,0.292,?,?,?,?,0,0,0,0,0
320,200,1.021,0.118,46.1,1.435,pol,3,?,?,1,0,0.242,0.26,0.289,0.341,0.444,0.521,0.571,0.622,0.651,0.677,0.756,0.863,0.98,1.301,0.005,0.007,0.007,141.132,B,474.25,29.95,45,Weide,3.16,37.32,5.2,32.72,4.44,0.433,?,?,?,?,0,0,3,21,3
320,210,0.058,0.074,33.3,1.292,pol,3,?,?,0,0,0.158,0.172,0.194,0.236,0.331,0.409,0.463,0.516,0.544,0.568,0.627,0.735,0.969,1.602,0.006,0.01,0.01,153.181,B,464.36,23.63,270,Weide,2.22,19.15,5.14,12.34,2.21,0.218,19,1,80,90,0,0,5,12,1
320,220,0.315,0.079,13.8,1.215,pol,3,?,?,0,0,0.147,0.16,0.181,0.221,0.31,0.383,0.435,0.488,0.518,0.545,0.614,0.726,0.95,1.699,0.011,0.019,0.019,143.336,B,466.66,14.11,292.5,Weide,?,?,5.14,30.72,2.99,0.289,30,?,70,95,0,0,6,206,16
320,230,0.208,0.114,38.1,1.037,?,?,?,?,?,?,0.138,0.158,0.191,0.252,0.389,0.503,0.583,0.665,0.714,0.761,0.883,0.947,0.991,1.301,0.006,0.009,0.009,?,?,463.69,17.76,247.5,Weide,1.48,15.71,6.01,10.67,1.57,0.155,?,?,?,?,0,0,5,9,1
320,80,0.183,0.07,15.2,?,kru,?,pol,2,0,0,0.203,0.235,0.282,0.361,0.496,0.587,0.648,0.714,0.751,0.783,0.848,0.902,0.985,1.301,0,0,0,180.11,AB,460.89,7.56,90,Acker,5.97,53.9,5.2,44.5,3.87,0.409,?,?,?,?,1,1,10,107,16
320,90,0.158,0.065,13.3,1.523,kru,?,?,?,1,0,0.212,0.241,0.281,0.348,0.462,0.538,0.591,0.648,0.681,0.71,0.775,0.843,0.967,1.301,0.017,0.019,0.019,186.993,AB,460.41,5.45,45,Acker,?,?,5.79,22.61,1.29,0.127,?,?,?,?,1,5,2,2,1
330,140,0.257,0.157,23,?,kru,?,pol,3,0,0,0.269,0.295,0.332,0.393,0.503,0.58,0.629,0.679,0.708,0.733,0.802,0.854,0.945,1.097,0.107,0.148,0.152,151.761,D,480.5,11.52,315,Acker,2.19,39.06,6.1,30.05,2.01,0.21,?,?,?,?,15,?,3,9,0
330,150,0.075,0.087,23.002,?,kru,?,sub,2,1,0,0.203,0.229,0.268,0.335,0.459,0.542,0.594,0.647,0.676,0.701,0.757,0.817,0.957,1.301,0,0,0,98.462,K,474.23,13.6,292.5,Acker,2.14,30.27,5.84,16.11,1.94,0.192,?,?,?,?,1,3,3,16,0
330,160,0.1,0.096,28.8,1.265,kru,?,pol,2,0,0,0.174,0.19,0.214,0.259,0.357,0.436,0.49,0.544,0.574,0.6,0.665,0.762,0.962,1.602,0.016,0.028,0.028,141.687,SB,473.53,12.01,247.5,Weide,?,?,?,?,2.22,0.236,?,?,?,?,0,0,5,5,0
330,170,0.05,0.057,21.1,1.491,kru,?,pol,2,0,0,0.169,0.199,0.242,0.319,0.457,0.547,0.601,0.653,0.682,0.708,0.766,0.847,0.942,1.301,0.028,0.06,0.06,163.024,B,475.37,12.13,225,Weide,2.82,29.66,5,22.13,2.83,0.282,?,?,?,?,0,0,5,18,1
330,180,0.415,0.1,35.4,1.329,koh,?,?,?,0,0,0.28,0.301,0.333,0.389,0.496,0.573,0.625,0.678,0.708,0.736,0.821,0.91,0.98,1.301,0.005,0.013,0.013,171.849,SB,479.47,2.45,247.5,Weide,2.87,39.14,5.76,27.92,3.81,0.395,?,?,?,?,0,0,6,13,3
330,190,0.332,0.087,34.8,1.319,pol,3,?,?,0,0,0.199,0.218,0.245,0.295,0.399,0.481,0.537,0.596,0.631,0.661,0.751,0.887,0.986,1.447,0.009,0.022,0.022,142.1,BS,477.26,7.51,22.5,Weide,3.11,?,5.3,33.02,3.48,0.353,?,?,?,?,0,0,5,8,3
330,200,0.149,0.144,10.6,1.315,pol,3,?,?,0,0,0.201,0.219,0.247,0.3,0.411,0.497,0.556,0.615,0.648,0.677,0.756,0.872,0.987,1.447,0.001,0.001,0.001,155.6,B,473.29,9.33,22.5,Weide,2.86,37.14,5.57,12.97,2.98,0.305,?,?,?,?,0,0,5,24,0
330,210,0.249,0.131,13,1.52,kru,?,pol,2,0,0,0.169,0.192,0.224,0.277,0.366,0.425,0.466,0.51,0.536,0.56,0.625,0.749,0.971,1.602,0.014,0.027,0.027,178.352,B,469.06,9.63,22.5,Acker,1.5,15.62,5.9,19.57,1.05,0.098,?,?,?,?,15,?,4,4,1
330,220,0.266,0.148,13.252,1.544,kru,?,sub,2,0,0,0.198,0.222,0.255,0.308,0.399,0.464,0.509,0.557,0.584,0.607,0.669,0.769,0.966,1.447,0.03,0.049,0.049,158.943,B,465.5,8.45,22.5,Acker,1.49,13.85,5.82,11.23,1.25,0.119,?,?,?,?,4,5,3,5,2
330,230,0.216,0.1,13.4,1.555,kru,?,pol,2,1,0,0.19,0.213,0.247,0.301,0.387,0.441,0.476,0.511,0.53,0.548,0.594,0.731,0.967,1.602,0.017,0.032,0.032,148.776,B,461.62,10.42,22.5,Acker,1.45,17.19,5.83,15.26,1.31,0.124,?,?,?,?,1,5,2,8,0
330,240,0.216,0.035,?,1.469,kru,?,pol,3,1,0,0.168,0.193,0.229,0.288,0.392,0.465,0.513,0.563,0.591,0.616,0.679,0.81,0.979,1.447,0.022,0.046,0.046,152.671,K,457.42,13.9,22.5,Acker,1.81,17.74,5.84,18.18,1.55,0.179,?,?,?,?,1,5,1,1,0
340,140,0.199,0.122,39.333,1.487,koh,?,?,?,0,0,0.138,0.155,0.182,0.229,0.323,0.391,0.434,0.478,0.502,0.524,0.58,0.681,0.92,1.699,0.141,0.306,0.306,141.431,B,483.47,12.56,315,Acker,2.87,39.06,4.99,17.64,2.55,0.229,?,?,?,?,4,10,5,35,0
340,150,0.282,0.21,22.241,1.296,kru,?,?,?,0,0,0.142,0.165,0.199,0.262,0.385,0.472,0.528,0.583,0.614,0.64,0.699,0.757,0.942,1.447,0.071,0.124,0.124,112.778,B,480.59,13.71,270,Acker,1.36,27.21,5.5,25.15,2.09,0.195,?,?,?,?,5,10,2,2,0
340,160,0.174,0.092,19.971,1.504,kru,?,pol,?,0,0,0.154,0.177,0.209,0.262,0.355,0.419,0.462,0.507,0.532,0.556,0.615,0.713,0.928,1.602,0.083,0.144,0.144,137.079,SB,480.2,14.5,247.5,Acker,2.7,31.65,6.18,14.63,1.87,0.177,?,?,?,?,3,10,2,10,0
340,170,0.133,0.096,43.543,1.472,kru,?,pol,4,0,0,0.11,0.129,0.157,0.205,0.289,0.344,0.379,0.413,0.433,0.452,0.501,0.65,0.965,2,0.048,0.085,0.085,173.957,B,480.57,10.31,247.5,Acker,1.71,17.56,5.84,11.63,1.31,0.114,?,?,?,?,2,10,0,0,0
340,180,0.357,0.201,25.601,?,pol,3,?,?,0,0,0.25,0.277,0.316,0.377,0.482,0.553,0.599,0.646,0.674,0.699,0.773,0.857,0.98,1.301,0.025,0.042,0.042,107.046,D,478.94,9.06,22.5,Acker,2.18,21.96,6.66,14.25,1.36,0.094,?,?,?,?,2,5,4,8,1
340,190,0.232,0.1,11.088,1.575,kru,?,pol,3,0,0,0.218,0.246,0.286,0.35,0.455,0.525,0.573,0.623,0.652,0.678,0.747,0.829,0.955,1.301,0.039,0.1,0.1,111.291,SB,474.52,10.8,22.5,Acker,1.61,?,6,21.49,1.63,0.107,?,?,?,?,2,?,0,0,0
340,200,0.232,0.1,12.4,1.327,kru,?,pol,3,0,0,0.224,0.253,0.295,0.362,0.469,0.537,0.581,0.629,0.658,0.685,0.757,0.863,0.98,1.301,0.02,0.055,0.055,167.172,B,469.74,10.82,22.5,Acker,1.45,?,5.9,21.49,1.11,0.076,?,?,?,?,2,5,2,6,0
340,210,0.158,0.07,12.2,1.406,kru,?,pol,3,1,0,0.189,0.217,0.257,0.323,0.434,0.508,0.559,0.613,0.644,0.671,0.731,0.828,0.98,1.301,0.012,0.016,0.016,172.49,B,465.65,9.64,22.5,Acker,1.7,16.11,5.76,11.09,1.61,0.154,?,?,?,?,1,5,3,50,3
340,220,0.174,0.065,12.7,1.492,kru,?,sub,3,0,0,0.188,0.211,0.246,0.306,0.405,0.467,0.507,0.549,0.574,0.596,0.652,0.762,0.976,1.447,0.018,0.026,0.026,178.099,B,461.81,8.7,22.5,Acker,1.8,13.39,5.97,23.05,1.3,0.124,?,?,?,?,2,5,5,58,16
340,230,0.241,0.114,?,1.261,kru,?,pol,2,3,0,0.164,0.186,0.219,0.275,0.374,0.437,0.478,0.522,0.548,0.572,0.632,0.75,0.967,1.602,0.017,0.032,0.032,154.965,K,458.18,6.52,45,Acker,1.69,17.65,5.84,14.55,1.16,0.118,?,?,?,?,2,5,5,20,10
340,240,0.266,0.083,?,1.227,kru,?,pol,3,0,0,0.173,0.195,0.228,0.287,0.396,0.468,0.513,0.561,0.588,0.612,0.671,0.781,0.96,1.447,0.024,0.037,0.037,188.45,K,454.55,8.42,45,Acker,?,?,?,?,1.66,0.17,?,?,?,?,2,5,2,2,1
340,250,0.149,0.083,?,1.43,kru,?,sub,3,1,0,0.115,0.136,0.167,0.223,0.324,0.39,0.431,0.474,0.499,0.521,0.575,0.706,0.962,1.799,0.057,0.09,0.09,163.173,K,452.56,4.57,225,Acker,1.08,14.91,5.48,10.92,1.9,0.176,?,?,?,?,1,5,6,14,3
350,140,0.257,0.196,19.292,1.304,kru,?,ein,?,0,0,0.07,0.082,0.099,0.13,0.195,0.244,0.277,0.312,0.331,0.35,0.398,0.472,0.833,?,0.171,0.419,0.419,47.862,B,489.64,10.28,270,Acker,2.01,?,5.54,22.35,?,?,?,?,?,?,7,5,3,8,0
350,150,0.315,0.205,26.8,1.468,kru,?,pol,3,1,0,0.11,0.128,0.155,0.205,0.31,0.387,0.436,0.483,0.509,0.531,0.581,0.673,0.901,1.699,0.121,0.309,0.309,80.597,B,486.52,13.3,270,Acker,2.13,36.08,5.6,29.6,2.63,0.191,?,?,?,?,3,5,2,6,0
350,160,0.257,0.17,15.6,1.516,kru,?,sub,2,0,0,0.095,0.106,0.123,0.153,0.208,0.249,0.277,0.307,0.325,0.342,0.395,0.463,0.848,?,0.2,0.365,0.365,96.821,B,486.52,8.36,292.5,Acker,?,?,5.99,19.16,2.49,0.246,?,?,?,?,2,10,1,6,0
350,170,0.257,0.096,12.6,1.606,kru,?,pol,3,0,0,0.185,0.207,0.238,0.289,0.373,0.429,0.465,0.503,0.524,0.544,0.6,0.717,0.957,1.602,0.061,0.117,0.117,91.493,B,482.72,10.72,0,Acker,1.48,18.01,6.03,12.44,1.37,0.125,?,?,?,?,1,1,2,8,0
350,180,0.241,0.083,13.1,1.341,kru,?,sub,3,0,0,0.186,0.21,0.245,0.301,0.391,0.448,0.484,0.52,0.541,0.56,0.614,0.733,0.97,1.602,0.038,0.069,0.069,122.458,B,476.93,11.43,0,Acker,1.14,14.43,5.87,13.56,1.23,0.119,?,?,?,?,1,1,2,2,0
350,190,0.291,0.131,13.1,1.526,pol,3,?,?,0,0,0.214,0.242,0.281,0.344,0.444,0.504,0.542,0.583,0.608,0.63,0.689,0.795,0.969,1.301,0.038,0.068,0.068,139.252,B,471.88,10.59,22.5,Acker,1.11,?,6.5,17.61,1.44,0.148,?,?,?,?,3,6,2,4,0
350,200,0.257,0.135,?,1.282,kru,?,pol,3,3,0,0.154,0.182,0.223,0.292,0.41,0.483,0.529,0.579,0.609,0.637,0.704,0.8,0.955,1.447,0.016,0.045,0.045,190.155,B,467.12,8.02,0,Acker,1.35,17.64,6.1,25.81,1.78,0.166,?,?,?,?,3,5,2,4,3
350,210,0.374,0.183,15.5,1.236,kru,?,?,?,0,0,0.155,0.183,0.224,0.298,0.432,0.52,0.575,0.631,0.664,0.692,0.756,0.825,0.963,1.301,0.034,0.077,0.077,173.582,BA,463.55,6.84,45,Acker,2.22,21.15,5.96,22.86,2.02,0.173,?,?,?,?,2,15,3,10,6
350,230,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,460.52,38.35,67.5,?,?,?,?,?,?,?,?,?,?,?,0,0,3,10,6
360,160,0.249,0.1,17,1.461,kru,?,?,?,0,0,0.136,0.159,0.195,0.256,0.364,0.431,0.472,0.514,0.541,0.567,0.654,0.766,0.929,1.602,0.105,0.25,0.25,68.71,B,487.13,13.39,337.5,Acker,?,?,?,?,1.59,0.16,?,?,?,?,1,1,0,0,0
360,170,0.266,0.122,12.6,1.429,kru,?,pol,2,0,0,0.176,0.199,0.232,0.286,0.377,0.438,0.48,0.524,0.55,0.573,0.634,0.714,0.88,1.602,0.129,0.31,0.31,85.183,DB,481.01,12.27,0,Acker,1.83,16.53,5.86,11.91,1.49,0.147,?,?,?,?,1,15,2,4,2
360,180,0.208,0.122,14.6,1.372,kru,?,sub,3,0,0,0.149,0.176,0.215,0.282,0.396,0.468,0.514,0.563,0.592,0.619,0.682,0.766,0.948,1.447,0.047,0.101,0.101,126.055,B,474.82,9.77,0,Acker,1.73,19.01,5.66,11.39,1.34,0.117,?,?,?,?,1,15,1,1,0
360,190,0.183,0.096,16.1,1.332,kru,?,sub,3,1,0,0.16,0.184,0.219,0.279,0.383,0.449,0.492,0.538,0.567,0.594,0.665,0.773,0.957,1.602,0.046,0.091,0.091,194.329,SK,470.45,5.81,337.5,Acker,1.13,17.12,5.8,20.59,1.34,0.132,?,?,?,?,1,20,4,8,1
370,160,0.266,0.092,15.6,1.365,pol,?,kru,?,0,0,0.163,0.195,0.239,0.313,0.439,0.52,0.575,0.634,0.671,0.707,0.797,0.854,0.95,1.301,0.069,0.145,0.145,109.498,B,487.18,14.25,337.5,Acker,1.22,20.68,5.9,23.6,1.48,0.143,?,?,?,?,1,2,1,4,0
370,170,0.166,0.074,10.1,1.397,kru,?,pol,3,0,0,0.22,0.238,0.263,0.305,0.379,0.436,0.478,0.527,0.559,0.591,0.719,0.905,0.978,1.602,0.026,0.049,0.049,125.737,B,481.92,12.8,337.5,Acker,1.32,17.3,5.67,14.33,1.39,0.141,?,?,?,?,1,2,1,1,0
370,180,0.274,0.1,14.8,1.496,kru,?,sub,2,0,0,0.147,0.169,0.201,0.257,0.357,0.428,0.477,0.53,0.562,0.592,0.679,0.814,0.95,1.602,0.067,0.124,0.124,146.18,K,475.13,10.12,337.5,Acker,2.49,30.7,5.94,17.46,1.53,0.16,?,?,?,?,1,3,1,1,0
380,160,0.241,0.07,13.3,1.365,kru,?,pol,3,0,0,0.281,0.303,0.332,0.379,0.459,0.514,0.553,0.596,0.623,0.65,0.739,0.834,0.925,1.301,0.086,0.131,0.131,89.101,K,488.3,14.29,337.5,Acker,0.76,14.88,5.5,17.96,1.32,0.131,?,?,?,?,1,2,0,0,0
380,170,0.216,0.114,14,1.596,kru,?,sub,3,0,0,0.21,0.235,0.27,0.329,0.427,0.489,0.529,0.573,0.599,0.624,0.689,0.739,0.919,1.447,0.074,0.145,0.145,84.404,DB,482.37,13.28,337.5,Acker,2.29,26.9,5.95,14.94,1.77,0.168,?,?,?,?,1,3,4,12,0
390,160,0.166,0.065,13.1,1.58,kru,?,pol,2,0,0,0.116,0.136,0.167,0.219,0.313,0.373,0.409,0.447,0.47,0.492,0.553,0.639,0.848,2,0.194,0.293,0.293,159.031,K,488.55,12.27,0,Acker,?,?,5.49,20.2,1.74,0.163,?,?,?,?,1,3,0,0,0
80,100,0.183,0.079,14.8,1.533,koh,?,pol,2,0,0,0.103,0.116,0.137,0.173,0.237,0.28,0.307,0.335,0.351,0.367,0.419,0.566,0.895,2.301,0.158,0.27,0.27,?,B,486.75,11.15,270,Acker,1.79,23.22,6.37,11.71,1.26,0.125,?,?,?,?,2,2,6,46,3
80,110,0.299,0.105,17.8,?,sub,3,?,?,0,0,0.257,0.282,0.316,0.372,0.469,0.535,0.578,0.621,0.647,0.671,0.741,0.831,0.946,1.301,0.034,0.049,0.049,?,D,490.23,13.24,202.5,Acker,1.53,27.68,6.26,18.04,1.8,0.182,?,?,?,?,3,3,4,7,0
80,80,0.183,0.079,11.3,1.55,kru,?,?,?,0,0,0.088,0.1,0.118,0.148,0.199,0.234,0.257,0.281,0.296,0.31,0.353,0.513,0.752,2.301,0.154,0.338,0.338,?,B,494.69,9.97,270,Acker,1.41,6.57,6.07,5.1,1.29,0.127,?,?,?,?,1,1,5,47,2
80,90,0.166,0.087,14.4,1.424,kru,?,ein,?,0,0,0.094,0.107,0.127,0.165,0.236,0.281,0.305,0.328,0.341,0.352,0.385,0.549,0.86,2.301,0.172,0.301,0.301,?,B,490.24,11.63,315,Acker,1.22,19.33,5.88,11.56,1.59,0.155,?,?,?,?,1,1,5,40,1
90,100,0.125,0.1,15.4,1.524,kru,?,?,?,0,0,0.152,0.166,0.187,0.225,0.294,0.34,0.368,0.396,0.412,0.427,0.475,0.599,0.935,2.301,0.114,0.169,0.169,?,B,491.26,8.48,247.5,Acker,1.62,15.87,6.08,7.51,1.61,0.153,?,?,?,?,5,2,5,47,3
90,110,0.166,0.109,15,1.342,kru,?,?,?,0,0,0.128,0.14,0.158,0.19,0.25,0.289,0.312,0.335,0.348,0.361,0.409,0.575,0.915,2.301,0.144,0.217,0.217,?,K,493.85,10.56,202.5,Acker,1.76,23.48,5.88,13.27,1.62,0.147,?,?,?,?,20,15,6,28,1
90,120,0.158,0.079,11.6,1.608,kru,?,?,?,0,0,0.132,0.145,0.163,0.197,0.256,0.294,0.319,0.344,0.358,0.372,0.421,0.581,0.868,2.301,0.157,0.33,0.33,?,B,495.99,3.63,135,Acker,?,?,?,?,?,?,?,?,?,?,5,1,0,0,0
90,80,0.257,0.083,11.2,1.537,kru,?,?,?,0,0,0.1,0.118,0.144,0.189,0.264,0.311,0.339,0.367,0.383,0.397,0.434,0.548,0.916,2.301,0.05,0.078,0.078,?,B,497.19,3.92,337.5,Acker,1.3,9.99,6.27,7.75,1.3,0.126,?,?,?,?,1,1,4,22,0
90,90,0.224,0.114,13.8,1.47,kru,?,?,?,0,0,0.086,0.095,0.109,0.134,0.18,0.21,0.229,0.248,0.259,0.27,0.303,0.407,0.837,?,0.198,0.316,0.316,?,B,493.85,8.36,315,Acker,1.46,23.16,6.05,13.68,1.92,0.189,?,?,?,?,?,?,6,42,3

